cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.0011,,466,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.00075,,465,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.00145,,464,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.000675,,463,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.001525,,462,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.001375,,461,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.0005,,460,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000525,0,,46,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.00065,,459,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000025,.001025,,458,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.00095,,457,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.002025,,456,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.001825,,455,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.00035,,454,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.001025,,453,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.00165,,452,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.001075,,451,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.001725,,450,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0007,.000025,,45,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000025,.001425,,449,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000025,.000925,,448,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.001775,,447,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000025,.00235,,446,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.00195,,445,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.0027,,444,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000025,.000925,,443,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.0017,,442,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.002975,,441,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000025,.001475,,440,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000125,0,,44,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.0014,,439,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000025,.00315,,438,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.001425,,437,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.003175,,436,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000025,.005225,,435,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.00245,,434,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.001125,,433,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.003125,,432,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.002925,,431,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000025,.001975,,430,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000975,0,,43,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.003425,,429,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.00425,,428,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000025,.0022,,427,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.004475,,426,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.005625,,425,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000025,.0012,,424,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000075,.0032,,423,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.0074,,422,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000025,.00295,,421,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000025,.001475,,420,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000375,.000025,,42,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000075,.008675,,419,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.00175,,418,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.001925,,417,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.016075,,416,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000025,.002925,,415,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000025,.00175,,414,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000075,.028625,,413,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.00855,,412,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000075,.00115,,411,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000075,.00285,,410,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0002,0,,41,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.0027,,409,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000075,.00085,,408,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0001,.007525,,407,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.007375,,406,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",0,.0011,,405,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000075,.001325,,404,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0002,.003575,,403,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.001475,,402,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.00155,,401,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000075,.005325,,400,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00045,0,,40,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0004,0,,4,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.001275,,399,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000125,.001625,,398,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0001,.009775,,397,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.00275,,396,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000075,.001625,,395,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0001,.003075,,394,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.00135,,393,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.0014,,392,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00015,.00565,,391,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.004325,,390,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00045,0,,39,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000075,.002625,,389,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00035,.005425,,388,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000125,.00235,,387,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0001,.0011,,386,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.001175,,385,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000425,.002575,,384,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0005,.0011,,383,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00015,.00205,,382,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000225,.003675,,381,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000525,.001325,,380,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000275,.000025,,38,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000275,.001925,,379,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00025,.004975,,378,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0003,.0014,,377,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000625,.001875,,376,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00035,.014075,,375,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000525,.004475,,374,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.00005,.002825,,373,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0001,.0046,,372,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000325,.002175,,371,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000625,.0014,,370,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000325,0,,37,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0006,.007075,,369,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000275,.0068,,368,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000675,.0016,,367,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000325,.001275,,366,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000275,.003525,,365,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000275,.002425,,364,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.001375,.001925,,363,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.0036,.005975,,362,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000525,.00215,,361,12:46:03 20 Sep 2020,40000
2020,President,polls-plus,9/20/2020,Trump,Biden,"",.000525,.002275,,360,12:46:03 20 Sep 2020,40000
